Brand,User_Age,Daily_Usage_(in_minutes)
Motorola,52,284
Nokia,40,160
Lenovo,34,74
Lenovo,39,126
LYF,31,64
RealMe,45,203
Vivo,24,91
Honor,23,158
Lenovo,16,-20
Honor,24,115
LYF,18,20
Apple,29,101
Apple,49,183
Apple,16,119
LG,23,186
Honor,27,21
OnePlus,69,131
LG,20,51
OnePlus,12,147
RealMe,14,72
OnePlus,33,157
Vivo,29,-20
Nokia,41,151
Honor,75,80
OnePlus,28,223
Vivo,34,148
Xioami,26,172
LG,33,34
Xioami,25,237
Nokia,45,163
Apple,34,110
LYF,22,81
Apple,12,170
LYF,21,145
Samsung,36,68
Apple,34,115
RealMe,41,-24
OnePlus,44,96
Xioami,40,199
RealMe,35,55
Honor,26,117
Nokia,12,-47
Oppo,48,199
Vivo,11,156
Apple,36,160
LYF,34,66
Nokia,34,206
LG,33,145
RealMe,31,62
LYF,38,119
Honor,42,160
Motorola,31,172
RealMe,18,-20
Apple,29,236
Xioami,42,219
Nokia,34,69
LYF,38,112
Honor,43,235
Oppo,42,141
Xioami,35,234
LYF,70,-13
Apple,40,153
LYF,40,98
Apple,35,183
Samsung,41,141
Apple,30,202
Lenovo,25,103
Xioami,58,188
LYF,28,35
LYF,38,52
RealMe,43,226
LG,38,129
Apple,27,94
Apple,24,-17
Oppo,24,229
LG,41,48
RealMe,29,229
OnePlus,43,136
Honor,13,108
Vivo,37,62
Vivo,76,196
LYF,58,60
LG,35,195
Honor,35,129
Apple,28,138
OnePlus,16,-12
LYF,17,150
Xioami,63,209
Motorola,46,90
Honor,27,163
Apple,58,158
Lenovo,31,211
Motorola,26,197
Motorola,30,185
Honor,41,-15
Samsung,32,195
Nokia,11,223
Honor,34,212
OnePlus,58,12
Honor,27,120
LG,37,6
Vivo,55,132
Xioami,26,-39
Nokia,22,118
Vivo,27,50
Motorola,35,20
Apple,20,80
Nokia,27,348
Samsung,15,218
LYF,47,125
Xioami,44,48
Vivo,61,142
OnePlus,75,-3
Lenovo,53,56
Samsung,31,86
Oppo,22,58
Lenovo,39,212
Vivo,41,67
Lenovo,34,132
Honor,21,-30
Oppo,40,152
Motorola,34,208
Motorola,19,133
Motorola,49,100
RealMe,37,69
Oppo,14,22
Honor,31,106
OnePlus,23,91
Samsung,39,198
Lenovo,60,216
Motorola,43,42
Xioami,40,202
LYF,24,111
Oppo,24,202
Apple,43,113
OnePlus,19,39
Samsung,62,103
LYF,30,239
Oppo,37,198
Apple,57,112
Vivo,18,221
LYF,52,71
Vivo,51,150
OnePlus,35,226
LYF,19,143
Honor,34,207
Nokia,43,179
Motorola,42,2
RealMe,47,83
LYF,41,127
Xioami,26,185
Motorola,38,148
Xioami,30,35
Motorola,37,104
Samsung,20,-54
Lenovo,49,212
LG,29,124
Vivo,38,184
Honor,45,64
Nokia,51,246
LG,25,-13
Lenovo,57,98
Vivo,47,118
Vivo,32,236
Samsung,43,209
RealMe,20,230
OnePlus,29,175
Vivo,45,120
Lenovo,15,202
Honor,47,76
Motorola,51,180
Samsung,50,69
RealMe,35,78
Lenovo,56,127
RealMe,32,55
LG,14,190
LG,15,207
LG,44,167
RealMe,54,105
Motorola,27,37
Honor,29,30
Apple,37,273
Lenovo,39,130
Xioami,42,204
LG,51,235
LG,29,-69
Vivo,20,139
LYF,36,194
OnePlus,34,170
Lenovo,34,162
RealMe,50,176
LG,27,137
Xioami,29,65
Oppo,10,191
Nokia,46,91
Honor,21,168
Samsung,28,132
Honor,56,238
Oppo,52,196
Xioami,33,53
LYF,23,97
LG,37,212
LG,54,154
Lenovo,40,32
Lenovo,23,200
OnePlus,18,133
Oppo,47,39
LYF,27,200
Lenovo,36,198
Oppo,22,182
LYF,56,142
LYF,53,55
Nokia,41,136
Nokia,37,144
Motorola,46,95
Nokia,32,158
RealMe,33,134
Honor,32,245
Samsung,56,217
Samsung,17,51
Apple,52,192
LG,32,39
Nokia,16,212
Oppo,37,231
Honor,39,151
Oppo,19,54
Oppo,48,40
Honor,27,68
Vivo,29,102
RealMe,57,56
Samsung,33,63
RealMe,17,162
Lenovo,38,88
Oppo,42,73
Nokia,74,25
OnePlus,43,120
Nokia,58,103
Xioami,36,93
Lenovo,40,174
Xioami,48,27
Samsung,33,100
OnePlus,43,99
Samsung,37,97
Honor,42,3
Xioami,16,200
Lenovo,44,218
OnePlus,27,89
Vivo,29,189
Nokia,25,280
Samsung,51,153
Apple,47,140
Honor,28,124
Honor,41,278
Oppo,10,138
Xioami,32,63
OnePlus,17,60
Motorola,45,223
Nokia,47,62
Motorola,24,189
Samsung,44,108
RealMe,60,136
Apple,52,102
Nokia,40,171
Honor,30,238
OnePlus,31,148
OnePlus,18,102
Xioami,16,136
Nokia,38,47
RealMe,20,66
Nokia,33,104
Honor,49,236
OnePlus,45,-14
Oppo,42,128
Oppo,25,168
LG,58,-30
Honor,27,71
Nokia,37,191
LG,44,61
OnePlus,38,134
Vivo,25,194
LG,12,118
RealMe,66,34
Samsung,21,92
Lenovo,50,-3
LG,18,23
Oppo,30,223
Vivo,33,166
LG,39,71
Xioami,45,55
Vivo,20,191
Lenovo,31,48
OnePlus,31,74
Oppo,26,137
Honor,64,154
Samsung,48,135
Xioami,35,31
LYF,20,251
RealMe,32,151
Nokia,51,286
LG,37,153
LG,41,52
Vivo,76,165
Apple,38,153
Oppo,21,76
OnePlus,44,225
Honor,46,98
LG,42,159
Oppo,49,76
LYF,26,251
Lenovo,30,92
LYF,29,199
Nokia,46,206
Vivo,28,128
Xioami,26,108
Apple,31,183
Nokia,24,61
Oppo,30,108
LYF,29,208
Honor,43,143
Motorola,37,29
Vivo,43,49
OnePlus,41,259
LYF,62,57
Apple,57,184
LYF,24,218
LG,48,150
LYF,35,97
Apple,36,76
Lenovo,67,187
Motorola,32,87
Honor,25,86
Xioami,40,237
Lenovo,14,263
RealMe,45,166
Xioami,35,173
OnePlus,36,139
Lenovo,12,125
Oppo,32,91
Honor,32,165
Honor,31,165
Motorola,36,124
Apple,44,44
Motorola,33,155
LG,18,136
LYF,19,87
Oppo,39,184
Samsung,32,42
RealMe,24,125
Oppo,40,142
Apple,37,62
Lenovo,56,156
Motorola,23,199
Lenovo,63,157
Motorola,58,128
LYF,24,145
Oppo,42,59
Apple,52,253
Oppo,30,-79
Honor,88,57
Lenovo,48,93
LYF,26,168
OnePlus,26,157
Nokia,44,99
RealMe,31,139
Vivo,16,237
Lenovo,27,129
Motorola,16,74
Oppo,70,64
RealMe,27,108
Xioami,25,126
Nokia,36,125
Vivo,38,168
Motorola,11,136
Apple,35,178
OnePlus,37,52
Lenovo,15,246
Lenovo,29,122
Nokia,52,145
Samsung,33,-28
RealMe,69,112
Oppo,50,132
Nokia,28,157
Oppo,37,98
Apple,50,135
Motorola,18,110
Xioami,27,-4
LYF,26,153
Apple,61,77
Vivo,38,63
Xioami,41,370
Honor,25,313
Oppo,29,144
Apple,15,123
Samsung,18,108
Samsung,19,88
RealMe,30,81
Honor,14,297
Motorola,36,71
LYF,55,77
Oppo,36,169
Lenovo,57,37
Lenovo,54,123
OnePlus,42,86
Nokia,57,87
Nokia,52,34
OnePlus,39,178
Motorola,19,75
Apple,51,92
Nokia,32,133
Apple,49,159
RealMe,21,114
Nokia,26,170
Lenovo,27,122
Vivo,45,138
Oppo,49,61
Oppo,37,148
LYF,26,164
LYF,40,108
LYF,42,-2
Honor,34,206
OnePlus,31,138
Nokia,38,148
OnePlus,50,20
Lenovo,27,259
Xioami,49,16
Vivo,39,142
LG,17,70
Samsung,40,123
Oppo,25,231
Xioami,39,165
Samsung,32,86
Honor,30,93
Honor,35,12
Lenovo,36,5
Samsung,59,106
Motorola,43,107
Vivo,14,54
Lenovo,35,47
LYF,46,116
Xioami,25,186
Lenovo,34,149
Vivo,32,-35
Xioami,39,117
Motorola,32,38
LG,37,56
LG,24,161
Oppo,32,132
Lenovo,68,82
Honor,34,26
Honor,42,-7
Samsung,53,219
LYF,55,224
Motorola,44,23
Honor,28,96
RealMe,11,138
LG,46,94
OnePlus,58,104
Vivo,34,128
Motorola,53,212
Xioami,50,72
LYF,27,49
Xioami,46,315
Xioami,30,3
Vivo,35,165
Samsung,37,163
Nokia,20,140
Samsung,35,134
Nokia,55,116
Honor,29,284
Nokia,23,138
RealMe,53,17
Vivo,49,140
Motorola,29,97
Xioami,60,169
Nokia,28,-71
Vivo,22,128
Vivo,28,93
Nokia,52,72
Xioami,48,105
OnePlus,33,121
Nokia,27,85
Vivo,53,236
Nokia,37,39
Samsung,39,217
Xioami,41,124
Honor,52,50
LG,41,179
Motorola,32,132
OnePlus,54,44
RealMe,21,147
LYF,38,93
Vivo,15,231
RealMe,38,97
LYF,62,307
Samsung,44,-6
Honor,49,-7
LYF,48,129
Motorola,17,132
Nokia,38,39
Lenovo,39,155
Vivo,26,81
OnePlus,35,158
Oppo,19,-45
Vivo,35,166
Oppo,69,188
RealMe,37,169
Honor,27,71
Oppo,18,135
RealMe,26,13
Motorola,51,91
Apple,17,121
LG,27,9
Samsung,58,95
Nokia,22,87
LYF,35,184
OnePlus,46,148
Apple,36,187
OnePlus,13,26
Lenovo,51,177
OnePlus,25,98
Oppo,44,152
Xioami,23,122
OnePlus,41,202
Apple,37,128
Oppo,55,327
Lenovo,76,130
OnePlus,31,57
Lenovo,40,61
RealMe,18,36
Oppo,43,24
RealMe,36,190
LYF,39,87
Samsung,28,219
Vivo,49,140
Xioami,46,118
Honor,38,116
Honor,65,97
Motorola,50,63
Apple,31,198
Oppo,25,93
Xioami,30,153
Nokia,72,164
Motorola,12,308
Lenovo,10,94
Apple,38,183
RealMe,27,190
Oppo,51,171
Xioami,37,289
Honor,23,-84
Lenovo,23,115
Vivo,26,61
RealMe,48,208
Motorola,32,105
Samsung,16,119
Oppo,55,211
Honor,36,48
Lenovo,19,148
Motorola,25,60
Nokia,17,32
Xioami,42,261
Nokia,49,328
Nokia,43,146
Xioami,54,202
LG,47,151
OnePlus,27,115
Honor,74,169
Nokia,18,199
RealMe,48,230
Nokia,18,200
LYF,12,-10
LYF,52,91
Xioami,50,158
LG,48,93
LYF,26,160
Apple,35,358
Honor,17,160
LG,52,90
LYF,26,152
LYF,25,121
OnePlus,43,229
Xioami,42,98
Honor,31,-77
Oppo,14,-28
Lenovo,58,193
Xioami,36,181
Nokia,50,131
Oppo,33,82
Nokia,35,173
Oppo,39,116
LG,20,52
Xioami,39,137
Oppo,46,141
Apple,86,343
Apple,32,59
Honor,46,367
LG,55,33
RealMe,32,153
Samsung,39,-35
Nokia,30,46
Lenovo,17,60
Oppo,18,42
Nokia,35,73
OnePlus,66,9
Motorola,44,-82
RealMe,40,59
Lenovo,27,197
Lenovo,58,254
Vivo,42,209
OnePlus,29,11
Samsung,27,70
Motorola,36,54
Motorola,31,97
RealMe,35,100
Honor,34,142
Lenovo,48,73
Oppo,46,155
Lenovo,68,139
Apple,40,207
Vivo,42,105
Motorola,21,210
LG,58,180
Motorola,61,83
Vivo,26,179
LG,30,125
Samsung,48,180
Oppo,37,10
Motorola,66,133
Xioami,57,123
Samsung,43,139
Motorola,58,148
RealMe,23,-19
RealMe,48,28
Motorola,59,-12
LYF,40,133
Samsung,43,223
Oppo,47,81
Nokia,38,196
Motorola,27,160
RealMe,66,84
RealMe,59,65
Oppo,14,57
LYF,17,34
Xioami,23,225
Nokia,10,-11
Xioami,28,146
LYF,21,214
Lenovo,37,122
Xioami,46,127
LYF,15,31
LYF,24,218
Samsung,64,246
Vivo,40,54
Lenovo,41,43
LYF,19,133
Oppo,52,42
LYF,32,-26
OnePlus,20,128
LYF,27,199
RealMe,27,204
Nokia,25,133
Honor,26,100
Samsung,35,168
OnePlus,29,230
Samsung,16,109
Xioami,17,192
Xioami,53,126
Oppo,72,10
Samsung,32,34
OnePlus,13,222
Lenovo,36,-42
Nokia,23,332
Nokia,12,190
Vivo,33,124
RealMe,18,198
RealMe,34,-3
Apple,56,97
LG,36,78
Nokia,41,115
Lenovo,22,178
Apple,25,60
Nokia,47,60
RealMe,88,317
Nokia,47,46
Honor,36,112
Xioami,56,170
RealMe,27,179
Apple,38,132
Lenovo,41,140
Oppo,66,247
OnePlus,79,79
Lenovo,20,-7
RealMe,56,74
Oppo,32,145
Oppo,40,123
Honor,32,72
Oppo,73,130
Apple,56,96
LG,45,119
Samsung,64,56
Motorola,51,18
OnePlus,18,30
Apple,35,93
Apple,11,91
Samsung,10,7
Apple,25,165
Lenovo,44,100
Lenovo,54,172
OnePlus,32,120
OnePlus,24,192
OnePlus,35,170
Vivo,43,1
Nokia,23,192
Motorola,31,-57
LG,42,196
OnePlus,55,195
Lenovo,38,54
Lenovo,36,83
Honor,39,-37
Motorola,24,147
Oppo,39,42
Motorola,39,30
Oppo,44,25
RealMe,56,184
Samsung,21,193
LG,23,122
Apple,38,125
OnePlus,17,187
Nokia,15,146
RealMe,36,-62
Apple,20,73
LG,45,32
Lenovo,17,182
Oppo,11,-22
Samsung,33,99
Samsung,39,-8
Nokia,35,119
RealMe,21,106
Motorola,22,226
RealMe,42,152
LG,28,9
Xioami,46,222
LG,59,173
OnePlus,31,-26
Oppo,45,88
LG,40,158
RealMe,24,143
LG,34,71
LG,29,102
Honor,33,252
Xioami,51,198
LYF,51,174
OnePlus,15,230
Honor,16,134
Motorola,60,169
Honor,34,96
OnePlus,61,20
OnePlus,36,292
Vivo,48,-13
Nokia,16,152
RealMe,53,81
Xioami,18,229
Xioami,15,129
Samsung,35,118
RealMe,51,53
Vivo,39,141
Oppo,25,99
Nokia,16,55
Vivo,38,162
Xioami,30,72
LYF,39,145
Honor,39,269
LYF,35,104
OnePlus,32,106
RealMe,23,122
OnePlus,55,-18
Nokia,20,41
OnePlus,30,154
Samsung,86,124
OnePlus,24,14
Vivo,24,124
Samsung,31,252
Samsung,24,50
Vivo,38,201
Oppo,26,266
Samsung,34,249
Vivo,34,231
Apple,89,164
LYF,24,201
Honor,25,96
Apple,32,128
Samsung,28,55
RealMe,38,-38
OnePlus,60,255
LYF,42,134
Oppo,50,183
Vivo,44,142
Vivo,31,43
Oppo,14,67
Motorola,38,154
RealMe,50,120
Motorola,31,102
LG,44,166
Samsung,36,32
OnePlus,11,158
Honor,15,134
Motorola,28,150
Motorola,31,244
Lenovo,36,49
LG,18,89
Nokia,39,125
Apple,65,-78
Vivo,36,245
LG,25,25
RealMe,40,258
Nokia,18,214
RealMe,48,108
Samsung,35,99
Vivo,46,129
Xioami,33,63
Nokia,31,79
Samsung,19,185
Samsung,37,216
RealMe,25,28
Honor,55,353
Oppo,53,196
Samsung,48,84
Lenovo,38,112
LYF,32,142
Samsung,24,21
RealMe,36,-12
LYF,30,109
Motorola,43,261
LG,32,105
LG,35,275
RealMe,28,34
Apple,23,132
OnePlus,40,109
Samsung,25,111
Oppo,39,55
OnePlus,93,-2
LYF,29,142
RealMe,54,183
Lenovo,56,203
LYF,43,80
Apple,45,-2
Samsung,15,130
RealMe,48,188
Apple,38,153
Oppo,55,69
Vivo,51,217
Xioami,49,91
LG,52,105
OnePlus,45,226
Oppo,25,118
LG,56,119
Lenovo,46,130
RealMe,32,166
LG,48,185
Apple,27,1
LG,48,128
Apple,31,116
Lenovo,17,359
Lenovo,50,138
Apple,41,33
LYF,54,131
Oppo,14,155
Lenovo,16,80
RealMe,26,299
Lenovo,10,384
Apple,47,231
RealMe,35,79
LG,28,-58
LG,37,280
Lenovo,36,202
LG,31,107
LG,31,128
Samsung,35,69
Vivo,37,96
LYF,21,126
Nokia,16,237
RealMe,28,88
LG,21,168
Apple,28,221
LYF,16,109
Samsung,37,59
Vivo,41,93
Vivo,53,-14
Oppo,46,68
Lenovo,33,86
Honor,94,64
Samsung,30,197
Nokia,29,178
Motorola,28,48
LG,58,202
Xioami,60,165
LG,62,280
Samsung,15,31
Samsung,48,-5
Vivo,23,102
RealMe,55,109
Xioami,35,140
Lenovo,40,110
Honor,27,226
LYF,59,151
Motorola,34,145
LG,49,143
Apple,29,157
LYF,33,111
Nokia,47,106
Motorola,28,104
Oppo,54,101
LG,36,174
LYF,23,52
Oppo,53,113
Lenovo,31,-3
Honor,41,31
Motorola,35,171
OnePlus,55,237
Vivo,20,-9
Oppo,42,33
LG,37,102
Apple,16,32
Nokia,14,137
Apple,31,89
Lenovo,23,90
RealMe,49,69
Xioami,33,129
Vivo,34,204
Apple,53,81
LYF,30,173
Nokia,50,209
Honor,27,158
Samsung,74,44
Oppo,26,136
Motorola,25,205
Lenovo,32,110
Apple,44,42
Vivo,25,103
Nokia,48,80
Samsung,30,13
Samsung,69,102
Lenovo,39,73
Xioami,28,52
LG,32,256
LG,20,2
Oppo,19,326
LG,23,76
Apple,45,217
LG,41,148
OnePlus,32,154
LYF,48,178
LYF,60,179
Nokia,59,81
LG,56,65
Lenovo,25,230
OnePlus,66,92
Motorola,81,20
Xioami,40,286
Nokia,13,111
Nokia,42,-19
OnePlus,46,191
LYF,67,124
Nokia,31,265
Samsung,31,116
Oppo,33,211
OnePlus,41,145
Nokia,49,175
Vivo,37,193
Samsung,41,106
OnePlus,49,8
Lenovo,14,38
Vivo,38,32
LG,55,68
Motorola,50,44
LG,29,210
OnePlus,33,97
OnePlus,68,-10
Motorola,19,92
Lenovo,23,-82
Nokia,25,-46
Lenovo,37,56
Oppo,18,59
Honor,18,159
Oppo,45,261
Apple,37,71
RealMe,38,173
Motorola,47,187
Apple,49,166
Xioami,46,93
LG,37,141
OnePlus,10,80
Samsung,62,138
LYF,33,-93
Motorola,35,204
Apple,20,218
Vivo,31,248
Oppo,50,189
Honor,30,36
Nokia,42,163
OnePlus,16,102
Honor,24,27
LG,15,83
RealMe,31,47
Nokia,38,20
Nokia,33,135
Samsung,15,66
OnePlus,14,146
Xioami,51,158
LYF,92,274
RealMe,18,141
LG,39,231
Xioami,50,279
LG,40,25
Honor,39,138
LYF,27,88
Samsung,56,73
LYF,38,289
Motorola,36,80
Vivo,18,78
Honor,16,222
Honor,28,29
Xioami,34,89
Oppo,35,149
Apple,35,77
RealMe,18,39
Motorola,62,-55
RealMe,33,266
OnePlus,40,94
RealMe,32,200
Apple,16,219
Motorola,11,122
LG,28,101
Motorola,33,126
Nokia,18,249
Samsung,19,212
Nokia,44,55
RealMe,51,158
OnePlus,22,180
LYF,25,126
Motorola,26,273
Honor,70,31
LYF,45,134
OnePlus,19,29
Honor,36,53
Nokia,48,166
Xioami,48,121
OnePlus,25,67
Samsung,19,273
RealMe,41,48
Oppo,35,-21
Motorola,52,145
Apple,20,175
Oppo,32,90
RealMe,10,93
Nokia,40,117
LYF,30,159
Samsung,28,136
OnePlus,35,100
Motorola,35,-11
Nokia,16,115
LYF,52,63
Lenovo,49,85
Motorola,28,-108
Oppo,42,28
Motorola,33,134
OnePlus,41,24
Nokia,46,115
Oppo,35,259
OnePlus,39,71
RealMe,19,48
Nokia,24,135
RealMe,57,149
Vivo,34,179
Vivo,39,161
OnePlus,26,71
RealMe,29,95
LYF,28,85
OnePlus,56,168
RealMe,31,146
Apple,57,96
Apple,42,15
RealMe,53,150
Honor,27,138
LG,10,113
OnePlus,39,50
Samsung,38,92
LYF,41,234
Motorola,23,-79
Nokia,21,108
Apple,44,230
Honor,40,130
Nokia,40,86
Honor,35,224
OnePlus,34,67
LYF,82,222
OnePlus,16,154
Oppo,21,42
Vivo,68,90
LG,33,284
Apple,46,150
Samsung,49,16
LG,23,91
OnePlus,46,112
Lenovo,26,72
Xioami,27,173
LG,33,-14
Samsung,73,94
Motorola,37,205
Apple,65,114
OnePlus,15,249
Samsung,59,90
RealMe,40,154
Vivo,15,24
Vivo,49,87
RealMe,26,118
Samsung,41,64
OnePlus,55,188
LYF,52,160
Lenovo,10,168
Vivo,39,155
Apple,66,23
LYF,33,72
Xioami,28,111
Vivo,51,64
Nokia,50,273
OnePlus,44,143
Xioami,27,214
Motorola,51,77
Oppo,21,66
Lenovo,50,70
Motorola,46,107
Samsung,50,57
Xioami,29,157
Samsung,19,5
LG,21,133
Nokia,49,-13
LYF,26,5
Honor,13,142
RealMe,86,196
Vivo,45,287
LYF,27,119
Vivo,54,15
Vivo,43,101
Oppo,29,170
Samsung,41,229
LG,43,216
OnePlus,21,56
LYF,36,93
Honor,18,230
Vivo,37,101
Samsung,45,103
OnePlus,23,181
Apple,48,180
Xioami,15,33
LYF,31,220
Oppo,49,171
LG,57,100
Lenovo,69,122
Vivo,20,-40
LYF,17,263
Lenovo,54,113
Oppo,59,105
Vivo,34,-7
Xioami,15,81
OnePlus,37,85
Xioami,61,139
OnePlus,25,-63
RealMe,20,169
OnePlus,45,60
OnePlus,47,117
Samsung,49,101
OnePlus,32,55
Honor,25,38
Lenovo,33,121
OnePlus,57,275
LYF,35,-2
Xioami,33,85
Oppo,41,154
LYF,32,125
Motorola,38,202
RealMe,29,84
LG,18,131
Honor,38,123
Apple,27,88
Xioami,28,193
Nokia,12,152
Apple,28,54
Apple,22,96
Samsung,26,109
Honor,12,24
Samsung,26,127
Xioami,54,257
Lenovo,56,70
LYF,47,35
Samsung,42,157
Honor,29,163
Motorola,31,55
Motorola,28,106
RealMe,33,110
Motorola,28,163
Xioami,34,119
Samsung,37,188
LYF,51,182
Samsung,30,143
LG,45,183
LYF,46,309
LYF,33,326
Motorola,44,24
Apple,22,78
Motorola,31,123
Oppo,28,318
Apple,25,252
Xioami,40,131
Apple,23,15
Nokia,43,85
Apple,22,156
Samsung,61,158
Honor,46,70
Motorola,13,172
Xioami,94,9
Honor,40,309
Vivo,12,88
LYF,35,62
Vivo,61,-45
LYF,44,147
Nokia,27,-13
LG,44,154
Samsung,44,107
OnePlus,80,-1
Nokia,24,53
Samsung,35,36
OnePlus,46,159
LG,28,62
Vivo,50,138
Xioami,41,156
Oppo,21,113
Nokia,41,174
Nokia,47,132
Motorola,60,88
OnePlus,25,96
Nokia,19,14
Lenovo,31,93
Honor,32,84
Apple,48,273
Xioami,13,223
Lenovo,18,185
RealMe,33,102
Lenovo,30,170
Xioami,57,91
Xioami,23,54
Samsung,27,3
Honor,43,166
Oppo,21,128
Xioami,54,221
LYF,64,164
Samsung,23,190
LYF,42,101
RealMe,27,99
Lenovo,15,140
Honor,49,153
Vivo,32,90
Oppo,40,-109
LG,30,48
Oppo,13,175
OnePlus,35,96
Motorola,33,-27
LG,38,24
Apple,28,148
Samsung,58,187
Lenovo,37,161
Oppo,31,146
Xioami,37,168
Xioami,42,209
Apple,56,90
Xioami,41,82
Vivo,34,15
Motorola,41,118
Nokia,40,151
OnePlus,15,162
Xioami,46,42
Honor,18,190
Apple,35,188
Honor,55,154
LYF,32,75
OnePlus,40,181
Motorola,23,101
LYF,21,94
Samsung,26,52
Samsung,29,100
Oppo,18,212
LYF,50,224
Lenovo,36,199
Xioami,17,154
Xioami,24,149
Honor,13,212
Oppo,25,58
Honor,12,19
Lenovo,15,48
OnePlus,30,89
Apple,34,216
Xioami,31,119
LG,33,-61
Nokia,40,223
LYF,59,186
Motorola,37,182
Xioami,25,-2
Lenovo,82,169
OnePlus,19,217
Motorola,53,108
Vivo,19,123
RealMe,12,105
Nokia,10,20
Oppo,31,54
Samsung,27,148
LYF,24,90
Oppo,53,50
Apple,47,58
Honor,40,159
Lenovo,40,28
Samsung,30,148
OnePlus,11,224
LG,42,159
LG,43,-43
OnePlus,24,193
Motorola,32,60
Honor,33,124
Lenovo,41,19
OnePlus,27,222
LYF,11,163
LG,34,142
Honor,32,126
Motorola,33,111
RealMe,37,-10
LYF,10,20
Vivo,22,135
Motorola,60,310
Motorola,25,34
LYF,55,121
Apple,41,199
LYF,17,48
Lenovo,36,68
Oppo,41,198
Nokia,22,245
Samsung,30,125
Oppo,40,15
Apple,41,200
Motorola,10,156
Lenovo,31,46
Samsung,40,89
Oppo,14,95
Motorola,27,-46
Motorola,53,70
Xioami,26,80
Samsung,50,-54
Xioami,41,192
LG,20,83
Oppo,68,67
OnePlus,80,211
Motorola,38,144
Apple,61,86
Samsung,35,203
Lenovo,56,249
Oppo,45,16
Motorola,44,109
Samsung,30,126
LYF,44,128
Vivo,51,37
LG,57,-48
LYF,32,-21
Lenovo,45,184
Honor,25,294
OnePlus,18,105
LG,29,228
LYF,31,84
Samsung,58,-49
Apple,25,166
Lenovo,33,261
Xioami,17,120
LG,36,152
Oppo,47,53
OnePlus,42,204
Honor,27,305
Oppo,38,146
LG,42,120
Vivo,38,138
Xioami,29,216
LYF,31,61
Honor,37,250
Motorola,28,94
Xioami,36,75
Apple,55,212
Lenovo,53,220
OnePlus,52,115
LG,51,42
LYF,31,161
Samsung,56,244
Apple,44,310
Vivo,24,164
LYF,21,212
RealMe,69,155
Xioami,51,36
Motorola,29,141
Apple,48,63
LG,55,53
Lenovo,19,145
LG,23,-18
Samsung,16,-31
Oppo,25,188
Vivo,53,156
Samsung,20,-104
Samsung,18,96
Nokia,27,207
OnePlus,34,81
Oppo,23,115
OnePlus,59,35
Samsung,42,242
Lenovo,33,156
Vivo,31,7
Nokia,37,111
Oppo,21,-17
Lenovo,40,35
Vivo,53,167
Lenovo,47,275
Motorola,37,267
Oppo,49,181
Vivo,54,128
Honor,36,-38
Vivo,39,132
Samsung,32,205
Honor,29,128
Vivo,53,143
Motorola,30,157
Honor,43,80
LG,70,58
Samsung,29,168
Xioami,25,208
Motorola,32,15
RealMe,41,7
Oppo,26,189
LG,51,142
Lenovo,29,259
Motorola,29,65
Lenovo,33,85
Xioami,49,88
Honor,28,-70
RealMe,61,321
OnePlus,28,169
Samsung,22,309
Xioami,45,128
Samsung,56,53
Lenovo,55,2
RealMe,42,0
Vivo,29,136
Xioami,24,65
Apple,18,-37
Honor,54,83
Vivo,16,123
Vivo,15,33
Xioami,47,113
Samsung,30,73
LG,44,241
Vivo,65,257
LG,37,123
Motorola,25,124
Nokia,42,327
Apple,41,159
Apple,36,105
LYF,28,-5
Motorola,43,118
LYF,53,219
LG,41,173
Lenovo,23,190
Nokia,71,140
Vivo,44,-19
Motorola,11,223
Nokia,34,-3
Honor,31,6
LYF,31,169
Honor,36,86
Motorola,22,124
Lenovo,21,-95
RealMe,15,27
Samsung,34,201
Lenovo,46,-24
Nokia,37,96
Apple,22,143
LG,40,291
RealMe,23,162
OnePlus,51,130
Xioami,17,247
RealMe,33,160
Oppo,30,165
LG,17,221
LG,57,74
LYF,50,124
Samsung,15,106
Xioami,10,166
Oppo,56,149
Apple,16,98
Oppo,32,237
Samsung,47,144
Vivo,17,186
OnePlus,27,328
OnePlus,46,69
Honor,32,80
Motorola,44,209
Nokia,15,24
Motorola,46,-51
Honor,50,82
LYF,68,293
Motorola,48,139
LYF,49,139
RealMe,27,100
LG,24,136
Xioami,32,88
Nokia,47,224
Honor,38,212
Lenovo,49,96
Apple,28,240
Apple,22,106
Lenovo,34,84
Oppo,22,129
LG,34,-5
Lenovo,36,149
LYF,12,111
Motorola,28,159
Xioami,25,168
Motorola,53,219
LYF,31,110
Apple,22,44
LYF,25,16
OnePlus,37,204
RealMe,35,13
LYF,23,172
Motorola,31,178
Nokia,35,253
Xioami,87,19
LYF,38,-44
LG,47,198
LYF,55,156
Vivo,50,12
Oppo,32,96
LG,27,101
Motorola,27,111
RealMe,34,108
OnePlus,19,17
Oppo,31,167
Honor,17,75
Apple,28,218
Motorola,50,80
OnePlus,51,65
OnePlus,43,103
Apple,72,121
RealMe,47,156
LG,22,277
Lenovo,29,215
LYF,37,87
Nokia,15,117
Xioami,26,193
Nokia,46,116
Motorola,36,81
LG,56,47
Xioami,35,127
Samsung,52,-57
Samsung,47,126
LYF,51,-33
Vivo,32,78
Xioami,42,196
Lenovo,24,89
Apple,26,198
Oppo,50,-12
Xioami,22,148
Honor,48,168
Motorola,19,113
OnePlus,44,161
Oppo,58,175
Vivo,45,58
Samsung,39,205
Lenovo,28,32
Apple,40,130
